Date;SP_CC_LargeCap_ExMegaCap_Index
07.08.18;59,16
08.08.18;50,47
09.08.18;51,45
10.08.18;49,47
13.08.18;42,95
14.08.18;39,48
15.08.18;42,38
16.08.18;43,21
17.08.18;47,15
20.08.18;45,72
21.08.18;44,34
22.08.18;43,18
23.08.18;43,62
24.08.18;44,94
27.08.18;46,27
28.08.18;50,54
29.08.18;49,41
30.08.18;47,05
31.08.18;49,38
03.09.18;52,72
04.09.18;52,54
05.09.18;43,52
06.09.18;42,12
07.09.18;41,26
10.09.18;38,76
11.09.18;36,76
12.09.18;36,84
13.09.18;39
14.09.18;39,55
17.09.18;36,59
18.09.18;38,59
19.09.18;39,6
20.09.18;41,81
21.09.18;51,67
24.09.18;48,45
25.09.18;44
26.09.18;49,13
27.09.18;52,64
28.09.18;51,01
01.10.18;50,45
02.10.18;50,42
03.10.18;48,24
04.10.18;49,64
05.10.18;48,68
08.10.18;49,6
09.10.18;48,51
10.10.18;47,95
11.10.18;42,16
12.10.18;42,56
15.10.18;43,83
16.10.18;44,46
17.10.18;45,12
18.10.18;44,02
19.10.18;44,24
22.10.18;44,12
23.10.18;44,05
24.10.18;44,24
25.10.18;44,18
26.10.18;43,89
29.10.18;41,45
30.10.18;41,51
31.10.18;42,39
01.11.18;42,43
02.11.18;44,2
05.11.18;47,85
06.11.18;51,02
07.11.18;51,23
08.11.18;49,5
09.11.18;48,01
12.11.18;47,96
13.11.18;47,26
14.11.18;40,27
15.11.18;39,66
16.11.18;39,11
19.11.18;35,81
20.11.18;32,19
21.11.18;32,41
22.11.18;31,72
23.11.18;29,23
26.11.18;25,5
27.11.18;25,21
28.11.18;28,91
29.11.18;27,07
30.11.18;26
03.12.18;24,58
04.12.18;24,03
05.12.18;22,82
06.12.18;21,32
07.12.18;19,11
10.12.18;19,61
11.12.18;19,03
12.12.18;19,83
13.12.18;18,67
14.12.18;17,74
17.12.18;21,59
18.12.18;21,66
19.12.18;23,86
20.12.18;25,37
21.12.18;24,97
24.12.18;27,59
25.12.18;25,86
26.12.18;25,32
27.12.18;23,33
28.12.18;26,33
31.12.18;24,34
01.01.19;25,37
02.01.19;26,55
03.01.19;25,33
04.01.19;25,42
07.01.19;26,52
08.01.19;26,49
09.01.19;26,62
10.01.19;23,27
11.01.19;23,16
14.01.19;23,26
15.01.19;22,31
16.01.19;22,69
17.01.19;23
18.01.19;22,59
21.01.19;22,11
22.01.19;22,65
23.01.19;22,28
24.01.19;22,52
25.01.19;22,16
28.01.19;20,11
29.01.19;19,99
30.01.19;21,48
31.01.19;21,13
01.02.19;21,2
04.02.19;21,03
05.02.19;20,88
06.02.19;20,26
07.02.19;20,4
08.02.19;22,89
11.02.19;22,6
12.02.19;23,1
13.02.19;22,37
14.02.19;22,32
15.02.19;22,38
18.02.19;25,31
19.02.19;26,18
20.02.19;26,55
21.02.19;25,56
22.02.19;26,01
25.02.19;25,02
26.02.19;24,47
27.02.19;23,81
28.02.19;24,67
01.03.19;25,27
04.03.19;23,58
05.03.19;25,35
06.03.19;25,57
07.03.19;25,86
08.03.19;25,79
11.03.19;25,47
12.03.19;25,86
13.03.19;25,98
14.03.19;25,98
15.03.19;26,91
18.03.19;27,32
19.03.19;27,57
20.03.19;27,48
21.03.19;26,88
22.03.19;27,3
25.03.19;27
26.03.19;26,99
27.03.19;28,78
28.03.19;28,6
29.03.19;28,9
01.04.19;29,2
02.04.19;33,8
03.04.19;39,76
04.04.19;34,71
05.04.19;37,55
08.04.19;37,69
09.04.19;37,45
10.04.19;38,57
11.04.19;34,77
12.04.19;34,96
15.04.19;34,77
16.04.19;36,19
17.04.19;36,19
18.04.19;36,96
19.04.19;36,86
22.04.19;35,83
23.04.19;35,41
24.04.19;32,78
25.04.19;33,58
26.04.19;32,58
29.04.19;31,52
30.04.19;33,09
01.05.19;33,15
02.05.19;33,31
03.05.19;35,2
06.05.19;33,67
07.05.19;33,19
08.05.19;32,82
09.05.19;31,99
10.05.19;32,69
13.05.19;38,51
14.05.19;40,3
15.05.19;44,82
16.05.19;44,02
17.05.19;39,71
20.05.19;43,03
21.05.19;44,49
22.05.19;43,41
23.05.19;41,77
24.05.19;44,66
27.05.19;49,71
28.05.19;50,11
29.05.19;51,25
30.05.19;49,67
31.05.19;48,63
03.06.19;48,98
04.06.19;42,82
05.06.19;44,72
06.06.19;43,72
07.06.19;46,54
10.06.19;46,26
11.06.19;46,79
12.06.19;47,97
13.06.19;48,02
14.06.19;46,54
17.06.19;49,96
18.06.19;48,81
19.06.19;49,88
20.06.19;49,35
21.06.19;50,92
24.06.19;52,38
25.06.19;52,18
26.06.19;53,88
27.06.19;45,21
28.06.19;47,51
01.07.19;44,41
02.07.19;44,73
03.07.19;45,28
04.07.19;45,79
05.07.19;44,33
08.07.19;45,86
09.07.19;45,1
10.07.19;41,54
11.07.19;38,24
12.07.19;39,78
15.07.19;35,56
16.07.19;32,19
17.07.19;33,84
18.07.19;36,07
19.07.19;35,5
22.07.19;35,45
23.07.19;35,56
24.07.19;35,08
25.07.19;35,1
26.07.19;36,36
29.07.19;34,29
30.07.19;35,05
31.07.19;35,74
01.08.19;35,86
02.08.19;34,93
05.08.19;36,63
06.08.19;34,98
07.08.19;35,04
08.08.19;34,65
09.08.19;33,18
12.08.19;34,41
13.08.19;34,06
14.08.19;30,73
15.08.19;30,78
16.08.19;30,75
19.08.19;31,73
20.08.19;31,13
21.08.19;30,13
22.08.19;30,93
23.08.19;31,23
26.08.19;30,47
27.08.19;30,27
28.08.19;28,04
29.08.19;27,53
30.08.19;27,57
02.09.19;28,31
03.09.19;28,8
04.09.19;28,44
05.09.19;27,66
06.09.19;27,45
09.09.19;29,19
10.09.19;28,76
11.09.19;28,18
12.09.19;28,35
13.09.19;28,22
16.09.19;28,94
17.09.19;31,34
18.09.19;32,66
19.09.19;32,09
20.09.19;30,87
23.09.19;29,63
24.09.19;24,33
25.09.19;23,85
26.09.19;23,17
27.09.19;23,18
30.09.19;24,35
01.10.19;23,97
02.10.19;24,2
03.10.19;23,7
04.10.19;24,51
07.10.19;25,72
08.10.19;25,5
09.10.19;26,48
10.10.19;25,83
11.10.19;25,1
14.10.19;26,4
15.10.19;25,61
16.10.19;24,92
17.10.19;25,9
18.10.19;25,51
21.10.19;25,93
22.10.19;26
23.10.19;23,68
24.10.19;24,53
25.10.19;27,14
28.10.19;28,37
29.10.19;28,88
30.10.19;28,45
31.10.19;28,27
01.11.19;28,04
04.11.19;29,2
05.11.19;29,9
06.11.19;29,87
07.11.19;28,94
08.11.19;27,95
11.11.19;28,49
12.11.19;28,52
13.11.19;28,44
14.11.19;27,79
15.11.19;26,98
18.11.19;25,91
19.11.19;25,25
20.11.19;25,12
21.11.19;23,52
22.11.19;22,49
25.11.19;21,71
26.11.19;21,9
27.11.19;22,79
28.11.19;22,65
29.11.19;23,21
02.12.19;21,88
03.12.19;21,94
04.12.19;21,63
05.12.19;21,99
06.12.19;22,01
09.12.19;21,59
10.12.19;21,28
11.12.19;21,26
12.12.19;21,43
13.12.19;21,55
16.12.19;19,7
17.12.19;17,84
18.12.19;19,47
19.12.19;19,11
20.12.19;19,46
23.12.19;19,63
24.12.19;19,37
25.12.19;19,16
26.12.19;19,46
27.12.19;19,62
30.12.19;20,09
31.12.19;19,71
01.01.20;20,04
02.01.20;19,07
03.01.20;20,35
06.01.20;22,42
07.01.20;22,55
08.01.20;21,58
09.01.20;21,36
10.01.20;22,83
13.01.20;23,43
14.01.20;26,86
15.01.20;27,59
16.01.20;27,25
17.01.20;28,57
20.01.20;27,41
21.01.20;27,76
22.01.20;27,64
23.01.20;26,03
24.01.20;26,37
27.01.20;28,65
28.01.20;28,88
29.01.20;29,58
30.01.20;31,11
31.01.20;29,85
03.02.20;31,02
04.02.20;30,97
05.02.20;33,48
06.02.20;34,33
07.02.20;34,23
10.02.20;35,47
11.02.20;36,88
12.02.20;38,52
13.02.20;38,52
14.02.20;40,02
17.02.20;33,57
18.02.20;35,88
19.02.20;34,57
20.02.20;31,6
21.02.20;32,43
24.02.20;31,86
25.02.20;30,57
26.02.20;27,51
27.02.20;28,42
28.02.20;27,11
02.03.20;28,58
03.03.20;27,8
04.03.20;27,42
05.03.20;29,01
06.03.20;29,26
09.03.20;23,26
10.03.20;23,92
11.03.20;23,1
12.03.20;17,01
13.03.20;15,95
16.03.20;15,05
17.03.20;16,03
18.03.20;15,82
19.03.20;18,39
20.03.20;17,74
23.03.20;17,92
24.03.20;18,71
25.03.20;18,24
26.03.20;18,52
27.03.20;19,23
30.03.20;18,64
31.03.20;18,86
01.04.20;18,22
02.04.20;19,52
03.04.20;19,71
06.04.20;21,67
07.04.20;21,8
08.04.20;22,23
09.04.20;21,84
10.04.20;20,4
13.04.20;20,06
14.04.20;20,35
15.04.20;19,95
16.04.20;20,74
17.04.20;20,9
20.04.20;19,66
21.04.20;20,19
22.04.20;20,81
23.04.20;21,74
24.04.20;21,77
27.04.20;21,89
28.04.20;22,6
29.04.20;24,5
30.04.20;23,53
01.05.20;23,54
04.05.20;23,35
05.05.20;23,25
06.05.20;23,3
07.05.20;23,73
08.05.20;24,02
11.05.20;21,04
12.05.20;21,57
13.05.20;22,06
14.05.20;22,45
15.05.20;21,82
18.05.20;22,76
19.05.20;22,76
20.05.20;22,45
21.05.20;21,47
22.05.20;22,24
25.05.20;21,82
26.05.20;21,46
27.05.20;22,03
28.05.20;22,54
29.05.20;22,64
01.06.20;23,91
02.06.20;23,66
03.06.20;24,14
04.06.20;24,41
05.06.20;24,57
08.06.20;24,24
09.06.20;24,12
10.06.20;24,29
11.06.20;22,46
12.06.20;23,04
15.06.20;22,65
16.06.20;22,69
17.06.20;22,64
18.06.20;22,65
19.06.20;22,39
22.06.20;23
23.06.20;23,28
24.06.20;22,5
25.06.20;22,5
26.06.20;22,42
29.06.20;21,89
30.06.20;21,77
01.07.20;22,29
02.07.20;21,92
03.07.20;22,45
06.07.20;23,48
07.07.20;24,15
08.07.20;26
09.07.20;25,01
10.07.20;25,16
13.07.20;25,53
14.07.20;26,31
15.07.20;25,85
16.07.20;25,3
17.07.20;25,33
20.07.20;24,94
21.07.20;25,45
22.07.20;25,68
23.07.20;26,56
24.07.20;26,41
27.07.20;28,66
28.07.20;30,13
29.07.20;30,36
30.07.20;30,65
31.07.20;31,29
03.08.20;33,71
04.08.20;33,1
05.08.20;33,8
06.08.20;34,66
07.08.20;32,87
10.08.20;34,93
11.08.20;33,36
12.08.20;33,97
13.08.20;35,15
14.08.20;36,67
17.08.20;40,17
18.08.20;37,97
19.08.20;35,43
20.08.20;36,28
21.08.20;34,86
24.08.20;35,35
25.08.20;33,11
26.08.20;34,06
27.08.20;32,16
28.08.20;33,51
31.08.20;35,66
01.09.20;36,88
02.09.20;34,42
03.09.20;32,93
04.09.20;31,29
07.09.20;29,3
08.09.20;29,19
09.09.20;30,38
10.09.20;30,38
11.09.20;30,66
14.09.20;31,15
15.09.20;30,25
16.09.20;29,78
17.09.20;30,3
18.09.20;29,84
21.09.20;26,89
22.09.20;26,95
23.09.20;26,15
24.09.20;27,52
25.09.20;28,88
28.09.20;29,5
29.09.20;28,92
30.09.20;28,87
01.10.20;28,5
02.10.20;27,7
05.10.20;28,84
06.10.20;28,23
07.10.20;28,4
08.10.20;28,99
09.10.20;29,53
12.10.20;31,14
13.10.20;30,72
14.10.20;30,12
15.10.20;30,43
16.10.20;29,45
19.10.20;29,73
20.10.20;28,52
21.10.20;29,99
22.10.20;31,14
23.10.20;30,74
26.10.20;30,06
27.10.20;30,69
28.10.20;29,61
29.10.20;29,33
30.10.20;28,51
02.11.20;28,25
03.11.20;27,48
04.11.20;27,43
05.11.20;28,55
06.11.20;29,92
09.11.20;29,79
10.11.20;29,95
11.11.20;30,21
12.11.20;29,72
13.11.20;30,7
16.11.20;31,23
17.11.20;32,57
18.11.20;31,35
19.11.20;32,6
20.11.20;34
23.11.20;43,29
24.11.20;50,55
25.11.20;47,11
26.11.20;40,64
27.11.20;40,9
30.11.20;47,11
01.12.20;45,35
02.12.20;45,41
03.12.20;45,88
04.12.20;43,58
07.12.20;43,82
08.12.20;41,23
09.12.20;41,76
10.12.20;41,48
11.12.20;40,56
14.12.20;41,04
15.12.20;41,13
16.12.20;43,48
17.12.20;46,46
18.12.20;46,03
21.12.20;43,24
22.12.20;42,08
23.12.20;34,61
24.12.20;34,73
25.12.20;37,91
28.12.20;39,03
29.12.20;37,09
30.12.20;36,98
31.12.20;37,63
01.01.21;38,18
04.01.21;42,16
05.01.21;44,48
06.01.21;50,2
07.01.21;53,29
08.01.21;48,62
11.01.21;44,11
12.01.21;46,93
13.01.21;50,29
14.01.21;52,55
15.01.21;51,43
18.01.21;57,37
19.01.21;58,57
20.01.21;57,3
21.01.21;52,86
22.01.21;55,23
25.01.21;55,31
26.01.21;53,72
27.01.21;51,03
28.01.21;53,66
29.01.21;54,58
01.02.21;59,35
02.02.21;61,23
03.02.21;65,33
04.02.21;66,33
05.02.21;71,45
08.02.21;79,3
09.02.21;85
10.02.21;89,29
11.02.21;96,42
12.02.21;104,63
15.02.21;108,55
16.02.21;103,27
17.02.21;111,78
18.02.21;115,26
19.02.21;131,47
22.02.21;127,1
23.02.21;107,1
24.02.21;113,32
25.02.21;115,31
26.02.21;110,73
01.03.21;117,93
02.03.21;115,71
03.03.21;121,03
04.03.21;115,37
05.03.21;115,87
08.03.21;117,64
09.03.21;126,75
10.03.21;123,1
11.03.21;124,26
12.03.21;116,08
15.03.21;115,46
16.03.21;119,67
17.03.21;123,68
18.03.21;122,57
19.03.21;127,54
22.03.21;123,4
23.03.21;121,39
24.03.21;117,94
25.03.21;112,66
26.03.21;119,8
29.03.21;125,45
30.03.21;129,77
31.03.21;129,82
01.04.21;135,36
02.04.21;138,22
05.04.21;149,22
06.04.21;153,41
07.04.21;141,91
08.04.21;151,39
09.04.21;153,61
12.04.21;171,64
13.04.21;178,34
14.04.21;174,65
15.04.21;185,83
16.04.21;185,97
19.04.21;168,24
20.04.21;177,44
21.04.21;176,29
22.04.21;166,63
23.04.21;155,27
26.04.21;164,15
27.04.21;171,31
28.04.21;172,71
29.04.21;170,08
30.04.21;182,18
03.05.21;191,7
04.05.21;183,02
05.05.21;199,53
06.05.21;204,98
07.05.21;206,25
10.05.21;199,19
11.05.21;210,15
12.05.21;203,97
13.05.21;186,07
14.05.21;201,74
17.05.21;185,16
18.05.21;185,26
19.05.21;137,43
20.05.21;143,41
21.05.21;116,96
24.05.21;123,33
25.05.21;116,33
26.05.21;131,98
27.05.21;134
28.05.21;121,7
31.05.21;125,7
01.06.21;126,61
02.06.21;138,57
03.06.21;141,7
04.06.21;133,49
07.06.21;130,67
08.06.21;118,1
09.06.21;122,92
10.06.21;119,06
11.06.21;115,59
14.06.21;122,34
15.06.21;122,38
16.06.21;118,45
17.06.21;116,34
18.06.21;108,25
21.06.21;95,51
22.06.21;85,82
23.06.21;89,21
24.06.21;98,93
25.06.21;91,12
28.06.21;96,76
29.06.21;103
30.06.21;100,37
01.07.21;95,45
02.07.21;96,14
05.07.21;101,05
06.07.21;103,34
07.07.21;107,24
08.07.21;100,12
09.07.21;99,71
12.07.21;96,3
13.07.21;93,08
14.07.21;93,18
15.07.21;91,02
16.07.21;88,98
19.07.21;82,2
20.07.21;78,57
21.07.21;84,12
22.07.21;89,04
23.07.21;86,45
26.07.21;100,57
27.07.21;94,86
28.07.21;98,19
29.07.21;99,11
30.07.21;100,03
02.08.21;105,94
03.08.21;104,93
04.08.21;109,61
05.08.21;110,92
06.08.21;114,77
09.08.21;119,16
10.08.21;122,71
11.08.21;135,34
12.08.21;127,55
13.08.21;135,97
16.08.21;148,29
17.08.21;145,03
18.08.21;143
19.08.21;154,09
20.08.21;161,08
23.08.21;171,11
24.08.21;164,9
25.08.21;165,06
26.08.21;155,41
27.08.21;166,93
30.08.21;170,88
31.08.21;170,38
01.09.21;176,67
02.09.21;181,93
03.09.21;187,39
06.09.21;194,26
07.09.21;163,81
08.09.21;170,01
09.09.21;172,23
10.09.21;169,91
13.09.21;169,19
14.09.21;170,17
15.09.21;178,36
16.09.21;174,43
17.09.21;169,08
20.09.21;149,91
21.09.21;142,78
22.09.21;155,69
23.09.21;161,06
24.09.21;151,48
27.09.21;148,24
28.09.21;140,95
29.09.21;142,19
30.09.21;149,04
01.10.21;164,27
04.10.21;167,09
05.10.21;167,54
06.10.21;168,34
07.10.21;169,92
08.10.21;169,38
11.10.21;159,88
12.10.21;160,21
13.10.21;166,7
14.10.21;170
15.10.21;175,01
18.10.21;169,77
19.10.21;170,06
20.10.21;182,22
21.10.21;178,97
22.10.21;182,24
25.10.21;186,15
26.10.21;189,81
27.10.21;172,58
28.10.21;180,63
29.10.21;186,67
01.11.21;189,7
02.11.21;197,08
03.11.21;202,44
04.11.21;200,3
05.11.21;203,71
08.11.21;214,24
09.11.21;217,31
10.11.21;207,31
11.11.21;208,21
12.11.21;204,32
15.11.21;205,6
16.11.21;188
17.11.21;191,81
18.11.21;180,55
19.11.21;189,81
22.11.21;187,19
23.11.21;196,17
24.11.21;187,1
25.11.21;194,22
26.11.21;180,5
29.11.21;188,01
30.11.21;190,49
01.12.21;191,55
02.12.21;195,48
03.12.21;184,64
06.12.21;161,38
07.12.21;167,57
08.12.21;172,61
09.12.21;160,23
10.12.21;158,69
13.12.21;144,26
14.12.21;147,97
15.12.21;158,9
16.12.21;156,89
17.12.21;151,2
20.12.21;158,95
21.12.21;164,04
22.12.21;170,28
23.12.21;179,03
24.12.21;179,11
27.12.21;186,89
28.12.21;171,57
29.12.21;170,09
30.12.21;169,18
31.12.21;162,55
03.01.22;167,83
04.01.22;169,69
05.01.22;156,65
06.01.22;156,61
07.01.22;149,13
10.01.22;142,43
11.01.22;149,55
12.01.22;158,14
13.01.22;154,59
14.01.22;156,67
17.01.22;153,04
18.01.22;148,14
19.01.22;146,24
20.01.22;149,57
21.01.22;129,28
24.01.22;115,33
25.01.22;115,3
26.01.22;115,53
27.01.22;108,87
28.01.22;113,15
31.01.22;115,55
01.02.22;117,46
02.02.22;115,61
03.02.22;111,23
04.02.22;121,27
07.02.22;136,26
08.02.22;132,31
09.02.22;136,03
10.02.22;131,25
11.02.22;123,27
14.02.22;119,82
15.02.22;127,76
16.02.22;128,52
17.02.22;119,1
18.02.22;116,07
21.02.22;108,32
22.02.22;105,24
23.02.22;107,86
24.02.22;105,6
25.02.22;109,35
28.02.22;116,1
01.03.22;120,87
02.03.22;118,69
03.03.22;115,03
04.03.22;109,54
07.03.22;102,88
08.03.22;105,39
09.03.22;112,14
10.03.22;110,04
11.03.22;105,65
14.03.22;104,06
15.03.22;106,7
16.03.22;109,8
17.03.22;111,72
18.03.22;114,24
21.03.22;116,13
22.03.22;118,41
23.03.22;120,69
24.03.22;127,03
25.03.22;124,66
28.03.22;137,82
29.03.22;136,98
30.03.22;139,08
31.03.22;134,78
01.04.22;140,25
04.04.22;139,18
05.04.22;139,02
06.04.22;128,42
07.04.22;127,76
08.04.22;125,32
11.04.22;113,44
12.04.22;112,85
13.04.22;117,91
14.04.22;114,28
15.04.22;116,56
18.04.22;115,88
19.04.22;119,48
20.04.22;118,38
21.04.22;117,72
22.04.22;115,17
25.04.22;113,68
26.04.22;107,26
27.04.22;108,23
28.04.22;110,23
29.04.22;105,44
02.05.22;101,73
03.05.22;100,4
04.05.22;109,13
05.05.22;99,6
06.05.22;99,57
09.05.22;78,27
10.05.22;79,37
11.05.22;60,59
12.05.22;57,69
13.05.22;63,83
16.05.22;64,42
17.05.22;64,87
18.05.22;61,88
19.05.22;61,68
20.05.22;61,14
23.05.22;62,01
24.05.22;61,32
25.05.22;61,24
26.05.22;57,13
27.05.22;55,01
30.05.22;60,61
31.05.22;61,64
01.06.22;57,82
02.06.22;58,27
03.06.22;55,88
06.06.22;58,16
07.06.22;57,8
08.06.22;56,67
09.06.22;56,5
10.06.22;53,61
13.06.22;42,23
14.06.22;42,04
15.06.22;43,58
16.06.22;41,56
17.06.22;41,83
20.06.22;42,99
21.06.22;44,65
22.06.22;43,47
23.06.22;45,52
24.06.22;48,19
27.06.22;46,55
28.06.22;45,23
29.06.22;43,93
30.06.22;41,67
01.07.22;42,57
04.07.22;44,12
05.07.22;44,61
06.07.22;45,11
07.07.22;47,38
08.07.22;46,94
11.07.22;44,73
12.07.22;42,4
13.07.22;42,85
14.07.22;45,66
15.07.22;46,97
18.07.22;49,9
19.07.22;53,48
20.07.22;52,11
21.07.22;52,29
22.07.22;50,67
25.07.22;48,87
26.07.22;46,24
27.07.22;51,37
28.07.22;54,63
29.07.22;56,07
01.08.22;54,27
02.08.22;54,39
03.08.22;56,19
04.08.22;55,43
05.08.22;57,21
08.08.22;60,3
09.08.22;57,81
10.08.22;60
11.08.22;60,66
12.08.22;61,12
15.08.22;60
16.08.22;59,76
17.08.22;57,92
18.08.22;57,23
19.08.22;52,07
22.08.22;51,29
23.08.22;52,82
24.08.22;53,35
25.08.22;53,59
26.08.22;50,19
29.08.22;49,49
30.08.22;49,46
31.08.22;49,86
01.09.22;49,2
02.09.22;49,33
05.09.22;50,11
06.09.22;48,05
07.09.22;48,88
08.09.22;50,82
09.09.22;53,06
12.09.22;53,92
13.09.22;50,33
14.09.22;50,1
15.09.22;49,22
16.09.22;48,73
19.09.22;47,86
20.09.22;47,15
21.09.22;47,15
22.09.22;48,22
23.09.22;47,93
26.09.22;48,31
27.09.22;47,67
28.09.22;48,33
29.09.22;48,36
30.09.22;48,52
03.10.22;48,33
04.10.22;49,79
05.10.22;49,33
06.10.22;49,22
07.10.22;48,31
10.10.22;47,59
11.10.22;46,01
12.10.22;46,04
13.10.22;45,77
14.10.22;45,47
17.10.22;46,59
18.10.22;45,99
19.10.22;45,89
20.10.22;44,53
21.10.22;44,92
24.10.22;45,53
25.10.22;48,28
26.10.22;48,4
27.10.22;48,51
28.10.22;49,31
31.10.22;51,04
01.11.22;50,76
02.11.22;49,55
03.11.22;51,42
04.11.22;54,87
07.11.22;54,03
08.11.22;46,15
09.11.22;40,75
10.11.22;44,92
11.11.22;41,66
14.11.22;39,16
15.11.22;40,38
16.11.22;39,46
17.11.22;39,31
18.11.22;39,64
21.11.22;36,81
22.11.22;38,03
23.11.22;40,83
24.11.22;40,93
25.11.22;41,01
28.11.22;40,17
29.11.22;40,74
30.11.22;41,79
01.12.22;41,17
02.12.22;41,63
05.12.22;41,1
06.12.22;41,1
07.12.22;40,05
08.12.22;40,9
09.12.22;40,54
12.12.22;39,33
13.12.22;39,77
14.12.22;39,47
15.12.22;38,8
16.12.22;36,88
19.12.22;34,79
20.12.22;35,52
21.12.22;35,06
22.12.22;35,04
23.12.22;35,14
26.12.22;35,19
27.12.22;35,05
28.12.22;34,37
29.12.22;34,02
30.12.22;34,23
02.01.23;35,71
03.01.23;35,54
04.01.23;36,57
05.01.23;36,81
06.01.23;36,8
09.01.23;39,35
10.01.23;40,18
11.01.23;40,13
12.01.23;41,99
13.01.23;42,63
16.01.23;45,77
17.01.23;46,05
18.01.23;43,54
19.01.23;44,35
20.01.23;46,65
23.01.23;48,25
24.01.23;48,04
25.01.23;47,54
26.01.23;48,37
27.01.23;48,84
30.01.23;47,35
31.01.23;48,65
01.02.23;49,65
02.02.23;51,6
03.02.23;51,34
06.02.23;51,05
07.02.23;51,88
08.02.23;51,12
09.02.23;48,63
10.02.23;48,24
13.02.23;46,45
14.02.23;48,36
15.02.23;51,23
16.02.23;51,51
17.02.23;53,06
20.02.23;53,88
21.02.23;52,57
22.02.23;51,25
23.02.23;51,81
24.02.23;49,86
27.02.23;49,5
28.02.23;49,13
01.03.23;49,39
02.03.23;48,79
03.03.23;46,72
06.03.23;46,01
07.03.23;45,09
08.03.23;44,88
09.03.23;41,16
10.03.23;41,75
13.03.23;46,96
14.03.23;48,28
15.03.23;45,48
16.03.23;47,15
17.03.23;48,54
20.03.23;47,74
21.03.23;48,74
22.03.23;45,98
23.03.23;48,36
24.03.23;46,79
27.03.23;44,55
28.03.23;46,13
29.03.23;47,27
30.03.23;46,42
31.03.23;47,49
03.04.23;47,11
04.04.23;47,33
05.04.23;47,57
06.04.23;47,16
07.04.23;46,78
10.04.23;47,34
11.04.23;48,46
12.04.23;47,8
13.04.23;49,23
14.04.23;50,25
17.04.23;51,3
18.04.23;51,77
19.04.23;49,1
20.04.23;47,3
21.04.23;45,77
24.04.23;46,39
25.04.23;46,3
26.04.23;45,85
27.04.23;47,61
28.04.23;46,86
01.05.23;45,6
02.05.23;46,18
03.05.23;45,66
04.05.23;45,87
05.05.23;46,65
