Date;CC_MegaCap_CME_Futures_Index
11.08.21;120,38
12.08.21;114,32
13.08.21;120,11
16.08.21;118,83
17.08.21;117,12
18.08.21;114,9
19.08.21;119,64
20.08.21;124,53
23.08.21;126,1
24.08.21;123,24
25.08.21;124,49
26.08.21;119,71
27.08.21;123,97
30.08.21;125,71
31.08.21;124,01
01.09.21;129,11
02.09.21;131,7
03.09.21;135,98
07.09.21;122,74
08.09.21;123,55
09.09.21;123,03
10.09.21;119,52
13.09.21;117,44
14.09.21;121,53
15.09.21;126,64
16.09.21;125,82
17.09.21;124,25
20.09.21;113,63
21.09.21;108,51
22.09.21;112,59
23.09.21;116,56
24.09.21;109,44
27.09.21;111,61
28.09.21;106,96
29.09.21;105,82
30.09.21;112,36
01.10.21;124,52
04.10.21;128,57
05.10.21;132,62
06.10.21;141
07.10.21;138,89
08.10.21;140,54
11.10.21;144,28
12.10.21;139,77
13.10.21;143,94
14.10.21;147,71
15.10.21;155,37
18.10.21;153,49
19.10.21;159,67
20.10.21;166,58
21.10.21;159,65
22.10.21;155,53
25.10.21;161,13
26.10.21;160,33
27.10.21;152,48
28.10.21;159,75
29.10.21;163,53
01.11.21;160,22
02.11.21;166,48
03.11.21;166,09
04.11.21;161,3
05.11.21;161,5
08.11.21;173,72
09.11.21;175,8
10.11.21;171,3
11.11.21;170,67
12.11.21;168,4
15.11.21;166,46
16.11.21;154,81
17.11.21;157,26
18.11.21;150,78
19.11.21;153,35
22.11.21;147,33
23.11.21;154,91
24.11.21;152,67
26.11.21;144,23
29.11.21;155,41
30.11.21;156,83
01.12.21;154,31
02.12.21;154,07
03.12.21;143,83
06.12.21;135,49
07.12.21;139,47
08.12.21;141,59
09.12.21;132,24
10.12.21;132,77
13.12.21;126,04
14.12.21;129,3
15.12.21;134,56
16.12.21;131,7
17.12.21;126,47
20.12.21;128,99
21.12.21;132,84
22.12.21;133,48
23.12.21;138,6
27.12.21;138,79
28.12.21;129,45
29.12.21;127,71
30.12.21;126,8
31.12.21;123,56
03.01.22;124,2
04.01.22;126,41
05.01.22;119,19
06.01.22;116,26
07.01.22;111,43
10.01.22;109,83
11.01.22;113,54
12.01.22;116,94
13.01.22;113,56
14.01.22;114,82
18.01.22;110,08
19.01.22;109,8
20.01.22;112,75
21.01.22;99,57
24.01.22;94,8
25.01.22;93,91
26.01.22;95,07
27.01.22;90,29
28.01.22;96,29
31.01.22;99,53
01.02.22;100,68
02.02.22;98,25
03.02.22;94,27
04.02.22;106,48
07.02.22;115,15
08.02.22;114,97
09.02.22;117,51
10.02.22;114,57
11.02.22;109,16
14.02.22;108,57
15.02.22;114,74
16.02.22;115,09
17.02.22;106,3
18.02.22;103,32
22.02.22;97,63
23.02.22;97,26
24.02.22;98,88
25.02.22;100,98
28.02.22;107,55
01.03.22;113,2
02.03.22;112,35
03.03.22;107,3
04.03.22;100,62
07.03.22;95,23
08.03.22;98,02
09.03.22;105,69
10.03.22;100,8
11.03.22;97,45
14.03.22;98,38
15.03.22;101,5
16.03.22;104,67
17.03.22;105,5
18.03.22;109,3
21.03.22;107,16
22.03.22;110,13
23.03.22;109,66
24.03.22;114,75
25.03.22;115,59
28.03.22;125,4
29.03.22;125,15
30.03.22;123,4
31.03.22;119,46
01.04.22;123,03
04.04.22;122,44
05.04.22;122,14
06.04.22;115,07
07.04.22;114,36
08.04.22;113,35
11.04.22;105,76
12.04.22;104,17
13.04.22;108,81
14.04.22;105,42
18.04.22;107,12
19.04.22;109,82
20.04.22;108,78
21.04.22;108,32
22.04.22;104,29
25.04.22;106,37
26.04.22;100,88
27.04.22;102,23
28.04.22;105,21
29.04.22;100,26
02.05.22;101,35
03.05.22;98,94
04.05.22;105,13
05.05.22;96,02
06.05.22;94,9
09.05.22;81,21
10.05.22;82,84
11.05.22;76,25
12.05.22;73,37
13.05.22;77,28
16.05.22;75,67
17.05.22;76,99
18.05.22;74,79
19.05.22;76,31
20.05.22;74,77
23.05.22;74,55
24.05.22;74,77
25.05.22;74,98
26.05.22;73,36
27.05.22;71,51
31.05.22;78,71
01.06.22;74,51
02.06.22;75,01
03.06.22;72,79
06.06.22;77,62
07.06.22;76,61
08.06.22;74,26
09.06.22;73,92
10.06.22;70,76
13.06.22;55,35
14.06.22;53,35
15.06.22;52,09
16.06.22;49,7
17.06.22;48,98
21.06.22;50,22
22.06.22;48,19
23.06.22;50,23
24.06.22;52,03
27.06.22;50,86
28.06.22;49,27
29.06.22;48,86
30.06.22;45,16
01.07.22;46,71
05.07.22;49,57
06.07.22;49,42
07.07.22;53,35
08.07.22;53,11
11.07.22;49,61
12.07.22;46,42
13.07.22;47,38
14.07.22;50,53
15.07.22;52,38
18.07.22;55,49
19.07.22;59,83
20.07.22;60,12
21.07.22;59,62
22.07.22;57,92
25.07.22;56,27
26.07.22;53,02
27.07.22;58,99
28.07.22;62,6
29.07.22;62,66
01.08.22;59,78
02.08.22;59,87
03.08.22;61,06
04.08.22;58,35
05.08.22;60,34
08.08.22;63,33
09.08.22;60,57
10.08.22;63,12
11.08.22;65,12
12.08.22;65,44
15.08.22;64,54
16.08.22;64,34
17.08.22;62,55
18.08.22;63,08
19.08.22;57,33
22.08.22;55,33
23.08.22;57,28
24.08.22;57,79
25.08.22;57,83
26.08.22;54,09
29.08.22;53,02
30.08.22;52,82
31.08.22;53,71
01.09.22;52,94
02.09.22;52,92
06.09.22;51,05
07.09.22;51,6
08.09.22;53,12
09.09.22;57,71
12.09.22;59,69
13.09.22;54,31
14.09.22;53,66
15.09.22;52,37
16.09.22;51,32
19.09.22;50,4
20.09.22;49,31
21.09.22;49,04
22.09.22;49,61
23.09.22;48,21
26.09.22;49,38
27.09.22;49,11
28.09.22;50,11
29.09.22;49,81
30.09.22;49,97
03.10.22;49,93
04.10.22;51,76
05.10.22;51,42
06.10.22;51,33
07.10.22;49,86
10.10.22;49,09
11.10.22;48,41
12.10.22;48,95
13.10.22;49,3
14.10.22;48,99
17.10.22;50,04
18.10.22;49,14
19.10.22;49,15
20.10.22;48,68
21.10.22;49,16
24.10.22;49,89
25.10.22;53,33
26.10.22;55,02
27.10.22;54,95
28.10.22;54,83
31.10.22;54,33
01.11.22;54,67
02.11.22;53,81
03.11.22;53,94
04.11.22;56,68
07.11.22;55,58
08.11.22;47,28
09.11.22;40,89
10.11.22;46,76
11.11.22;42,52
14.11.22;42,26
15.11.22;44
16.11.22;42,58
17.11.22;42,87
18.11.22;42,83
21.11.22;39,92
22.11.22;40,2
23.11.22;42,17
25.11.22;42,47
28.11.22;41,78
29.11.22;42,86
30.11.22;45,31
01.12.22;44,54
02.12.22;45,14
05.12.22;44,37
06.12.22;44,57
07.12.22;43,93
08.12.22;45,32
09.12.22;44,84
12.12.22;45,04
13.12.22;46,77
14.12.22;46,77
15.12.22;45,62
16.12.22;43,71
19.12.22;42,86
20.12.22;43,95
21.12.22;43,66
22.12.22;43,63
23.12.22;43,7
27.12.22;43,12
28.12.22;42,79
29.12.22;42,81
30.12.22;43,16
03.01.23;43,48
04.01.23;44,28
05.01.23;44,41
06.01.23;44,67
09.01.23;45,89
10.01.23;46,7
11.01.23;46,84
12.01.23;50,67
13.01.23;51,3
17.01.23;56,57
18.01.23;54,59
19.01.23;55,75
20.01.23;58,92
23.01.23;60,3
24.01.23;60,11
25.01.23;59,52
26.01.23;60,23
27.01.23;60,1
30.01.23;58,65
31.01.23;59,84
01.02.23;61,29
02.02.23;62,25
03.02.23;61,05
06.02.23;60,25
07.02.23;60,79
08.02.23;59,76
09.02.23;57,41
10.02.23;56,44
13.02.23;55,87
14.02.23;57,77
15.02.23;62,51
16.02.23;63,51
17.02.23;64,35
21.02.23;63,28
22.02.23;61,5
23.02.23;62,24
24.02.23;60,28
27.02.23;60,6
28.02.23;60,6
01.03.23;60,96
02.03.23;61,09
03.03.23;57,76
06.03.23;57,92
07.03.23;57,19
08.03.23;57,41
09.03.23;52,03
10.03.23;51,9
13.03.23;62,9
14.03.23;64,95
15.03.23;62,72
16.03.23;64,19
17.03.23;68,35
20.03.23;70,18
21.03.23;71,26
22.03.23;67,68
23.03.23;72,1
24.03.23;70,33
27.03.23;68,09
28.03.23;69,89
29.03.23;72,08
30.03.23;70,99
31.03.23;72,54
03.04.23;71,5
04.04.23;72,25
05.04.23;72,74
06.04.23;71,82
10.04.23;74,39
11.04.23;76,03
12.04.23;75,41
13.04.23;77,79
14.04.23;78,51
17.04.23;76,72
18.04.23;78,1
19.04.23;75,03
20.04.23;72,37
21.04.23;70,07
24.04.23;70,16
25.04.23;70,72
26.04.23;71,27
27.04.23;75,63
28.04.23;74,48
01.05.23;70,74
02.05.23;73,04
03.05.23;72,24
04.05.23;73,39
05.05.23;76,16
